title,genres,overview,cast,director,keywords,vote_average,poster_path,language,industry
Brüno (Bruno) (2009),Comedy,Movie with genres Comedy. User tags: ,,,,7.3,,English,Hollywood
"Librarian, The: The Curse of the Judas Chalice (2008)",Action Adventure Fantasy,Movie with genres Action Adventure Fantasy. User tags: ,,,,7.5,,English,Hollywood
Harry Potter and the Half-Blood Prince (2009),Adventure Fantasy Mystery Romance IMAX,Movie with genres Adventure Fantasy Mystery Romance IMAX. User tags: ,,,,7.78,,English,Hollywood
Roots (1977),Drama War,Movie with genres Drama War. User tags: ,,,,6.33,,English,Hollywood
Eichmann (2007),Drama War,Movie with genres Drama War. User tags: ,,,,10.0,,English,Hollywood
Open Water 2: Adrift (2006),Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,5.0,,English,Hollywood
"Imaginarium of Doctor Parnassus, The (2009)",Drama Fantasy,Movie with genres Drama Fantasy. User tags: ,,,,7.62,,English,Hollywood
9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),Documentary,Movie with genres Documentary. User tags: ,,,,7.0,,English,Hollywood
Humpday (2009),Comedy,Movie with genres Comedy. User tags: ,,,,5.0,,English,Hollywood
Polytechnique (2009),Crime Drama,Movie with genres Crime Drama. User tags: ,,,,3.0,,English,Hollywood
Orphan (2009),Drama Horror Mystery Thriller,Movie with genres Drama Horror Mystery Thriller. User tags: ,,,,6.0,,English,Hollywood
"Ugly Truth, The (2009)",Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,7.33,,English,Hollywood
"Collector, The (2009)",Crime Horror Thriller,Movie with genres Crime Horror Thriller. User tags: ,,,,7.0,,English,Hollywood
"Perfect Getaway, A (2009)",Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,8.0,,English,Hollywood
District 9 (2009),Mystery Sci-Fi Thriller,Movie with genres Mystery Sci-Fi Thriller. User tags: intelligent sci-fi,,,intelligent sci-fi,7.55,,English,Hollywood
Julie & Julia (2009),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,5.92,,English,Hollywood
Obsessed (2009),Crime Drama Thriller,Movie with genres Crime Drama Thriller. User tags: ,,,,7.0,,English,Hollywood
Race to Witch Mountain (2009),Adventure Children Fantasy Sci-Fi Thriller,Movie with genres Adventure Children Fantasy Sci-Fi Thriller. User tags: ,,,,7.0,,English,Hollywood
Hannah Montana: The Movie (2009),Comedy Drama Musical Romance,Movie with genres Comedy Drama Musical Romance. User tags: ,,,,7.0,,English,Hollywood
G.I. Joe: The Rise of Cobra (2009),Action Adventure Sci-Fi Thriller,Movie with genres Action Adventure Sci-Fi Thriller. User tags: ,,,,5.25,,English,Hollywood
12 Rounds (2009),Action Thriller,Movie with genres Action Thriller. User tags: ,,,,6.0,,English,Hollywood
Max Manus (2008),Action Drama War,Movie with genres Action Drama War. User tags: ,,,,10.0,,English,Hollywood
Winds of the Wasteland (1936),Western,Movie with genres Western. User tags: ,,,,7.0,,English,Hollywood
Lost in Austen (2008),Drama Fantasy Romance Sci-Fi,Movie with genres Drama Fantasy Romance Sci-Fi. User tags: ,,,,7.33,,English,Hollywood
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action Animation Sci-Fi,Movie with genres Action Animation Sci-Fi. User tags: ,,,,7.67,,English,Hollywood
"Deal, The (2008)",Comedy,Movie with genres Comedy. User tags: ,,,,4.0,,English,Hollywood
"Goods: Live Hard, Sell Hard, The (2009)",Comedy,Movie with genres Comedy. User tags: ,,,,7.25,,English,Hollywood
"Time Traveler's Wife, The (2009)",Drama Romance Sci-Fi,Movie with genres Drama Romance Sci-Fi. User tags: ,,,,7.8,,English,Hollywood
I Can't Think Straight (2007),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,8.0,,English,Hollywood
Miss March (2009),Comedy,Movie with genres Comedy. User tags: ,,,,5.67,,English,Hollywood
"I Love You, Beth Cooper (2009)",Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,5.0,,English,Hollywood
Paper Heart (2009),Comedy Documentary Drama Romance,Movie with genres Comedy Documentary Drama Romance. User tags: ,,,,5.5,,English,Hollywood
G-Force (2009),Action Adventure Children Fantasy,Movie with genres Action Adventure Children Fantasy. User tags: ,,,,7.0,,English,Hollywood
Christopher Columbus: The Discovery (1992),Adventure,Movie with genres Adventure. User tags: ,,,,4.0,,English,Hollywood
Tetro (2009),Drama Mystery,Movie with genres Drama Mystery. User tags: ,,,,9.0,,English,Hollywood
Bronson (2009),Action Comedy Drama Thriller,Movie with genres Action Comedy Drama Thriller. User tags: ,,,,7.67,,English,Hollywood
It Might Get Loud (2008),Documentary,Movie with genres Documentary. User tags: ,,,,7.5,,English,Hollywood
My Life in Ruins (2009),Comedy,Movie with genres Comedy. User tags: ,,,,4.0,,English,Hollywood
Troll 2 (1990),Fantasy Horror,Movie with genres Fantasy Horror. User tags: ,,,,7.0,,English,Hollywood
Taking Woodstock (2009),Comedy,Movie with genres Comedy. User tags: ,,,,6.0,,English,Hollywood
If These Walls Could Talk (1996),Drama,Movie with genres Drama. User tags: ,,,,5.0,,English,Hollywood
Halloween II (2009),Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,6.0,,English,Hollywood
"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime Drama Mystery Romance Thriller,Movie with genres Crime Drama Mystery Romance Thriller. User tags: ,,,,7.71,,English,Hollywood
9 (2009),Adventure Animation Sci-Fi,Movie with genres Adventure Animation Sci-Fi. User tags: ,,,,7.29,,English,Hollywood
Frequently Asked Questions About Time Travel (2009),Comedy Sci-Fi,Movie with genres Comedy Sci-Fi. User tags: ,,,,7.2,,English,Hollywood
"White Ribbon, The (Das weiße Band) (2009)",Drama Mystery,Movie with genres Drama Mystery. User tags: ,,,,9.0,,English,Hollywood
Green Lantern: First Flight (2009),Action Adventure Animation Fantasy Sci-Fi,Movie with genres Action Adventure Animation Fantasy Sci-Fi. User tags: ,,,,7.0,,English,Hollywood
"Most Hated Family in America, The (2007)",Documentary,Movie with genres Documentary. User tags: ,,,,9.0,,English,Hollywood
Pandorum (2009),Horror Sci-Fi Thriller,Movie with genres Horror Sci-Fi Thriller. User tags: ,,,,6.8,,English,Hollywood
Death of a Cyclist (Muerte de un ciclista) (1955),Drama,Movie with genres Drama. User tags: ,,,,6.0,,English,Hollywood
"Men Who Stare at Goats, The (2009)",Action Comedy Drama,Movie with genres Action Comedy Drama. User tags: ,,,,6.78,,English,Hollywood
"Hunt For Gollum, The (2009)",Action Adventure Fantasy,Movie with genres Action Adventure Fantasy. User tags: ,,,,6.0,,English,Hollywood
Jennifer's Body (2009),Comedy Horror Sci-Fi Thriller,Movie with genres Comedy Horror Sci-Fi Thriller. User tags: ,,,,2.0,,English,Hollywood
"Informant!, The (2009)",Comedy Crime Drama Thriller,Movie with genres Comedy Crime Drama Thriller. User tags: ,,,,7.33,,English,Hollywood
Extract (2009),Comedy,Movie with genres Comedy. User tags: ,,,,4.0,,English,Hollywood
"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,5.33,,English,Hollywood
Gamer (2009),Action Sci-Fi Thriller,Movie with genres Action Sci-Fi Thriller. User tags: ,,,,6.86,,English,Hollywood
Cloudy with a Chance of Meatballs (2009),Animation Children Fantasy IMAX,Movie with genres Animation Children Fantasy IMAX. User tags: ,,,,7.06,,English,Hollywood
Tyler Perry's I Can Do Bad All by Myself (2009),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,10.0,,English,Hollywood
"Food, Inc. (2008)",Documentary,Movie with genres Documentary. User tags: ,,,,7.38,,English,Hollywood
Attack of the 50 Foot Woman (1958),Comedy Sci-Fi,Movie with genres Comedy Sci-Fi. User tags: ,,,,9.0,,English,Hollywood
Thirst (Bakjwi) (2009),Drama Horror,Movie with genres Drama Horror. User tags: ,,,,8.0,,English,Hollywood
Bright Star (2009),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.0,,English,Hollywood
Blood Creek (a.k.a. Town Creek) (2009),Horror,Movie with genres Horror. User tags: ,,,,6.0,,English,Hollywood
Paranormal Activity (2009),Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,6.8,,English,Hollywood
World's Greatest Dad (2009),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.0,,English,Hollywood
Still Walking (Aruitemo aruitemo) (2008),Drama,Movie with genres Drama. User tags: ,,,,2.0,,English,Hollywood
"Blood of the Beasts (Sang des bêtes, Le) (1949)",Documentary Drama,Movie with genres Documentary Drama. User tags: ,,,,8.0,,English,Hollywood
"Cove, The (2009)",Documentary,Movie with genres Documentary. User tags: ,,,,8.5,,English,Hollywood
"Serious Man, A (2009)",Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.45,,English,Hollywood
City Island (2009),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,8.0,,English,Hollywood
Ink (2009),Action Fantasy Sci-Fi,Movie with genres Action Fantasy Sci-Fi. User tags: ,,,,7.0,,English,Hollywood
Metropia (2009),Animation Sci-Fi,Movie with genres Animation Sci-Fi. User tags: ,,,,5.0,,English,Hollywood
"Haunted World of El Superbeasto, The (2009)",Action Animation Comedy Horror Thriller,Movie with genres Action Animation Comedy Horror Thriller. User tags: Narrative pisstake,,,Narrative pisstake,7.0,,English,Hollywood
Trick 'r Treat (2007),Comedy Horror Thriller,Movie with genres Comedy Horror Thriller. User tags: ,,,,5.0,,English,Hollywood
Whip It (2009),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.2,,English,Hollywood
"Invention of Lying, The (2009)",Comedy,Movie with genres Comedy. User tags: ,,,,4.67,,English,Hollywood
Surrogates (2009),Action Sci-Fi Thriller,Movie with genres Action Sci-Fi Thriller. User tags: ,,,,6.07,,English,Hollywood
Zombieland (2009),Action Comedy Horror,Movie with genres Action Comedy Horror. User tags: Bill Murray Emma Stone Jesse Eisenberg Woody Harrelson dark comedy funny,,,Bill Murray Emma Stone Jesse Eisenberg Woody Harrelson dark comedy funny,7.75,,English,Hollywood
Assassination of a High School President (2008),Comedy Drama Mystery,Movie with genres Comedy Drama Mystery. User tags: ,,,,2.0,,English,Hollywood
"Education, An (2009)",Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.67,,English,Hollywood
Coco Before Chanel (Coco avant Chanel) (2009),Drama,Movie with genres Drama. User tags: ,,,,8.0,,English,Hollywood
Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Documentary,Movie with genres Documentary. User tags: ,,,,7.0,,English,Hollywood
Couples Retreat (2009),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,6.67,,English,Hollywood
I Sell the Dead (2008),Comedy Horror,Movie with genres Comedy Horror. User tags: ,,,,5.0,,English,Hollywood
Where the Wild Things Are (2009),Adventure Children Drama Fantasy IMAX,Movie with genres Adventure Children Drama Fantasy IMAX. User tags: ,,,,5.33,,English,Hollywood
Legionnaire (1998),Action Adventure Drama War,Movie with genres Action Adventure Drama War. User tags: ,,,,1.0,,English,Hollywood
"New York, I Love You (2009)",Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.0,,English,Hollywood
Law Abiding Citizen (2009),Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,6.12,,English,Hollywood
"Misfortunates, The (De helaasheid der dingen) (2009)",Drama,Movie with genres Drama. User tags: ,,,,6.0,,English,Hollywood
Mary and Max (2009),Animation Comedy Drama,Movie with genres Animation Comedy Drama. User tags: bittersweet black comedy character study dark comedy friendship loneliness mental illness philosophical poignant quirky sad sweet touching,,,bittersweet black comedy character study dark comedy friendship loneliness mental illness philosophical poignant quirky sad sweet touching,8.4,,English,Hollywood
Spread (2009),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.0,,English,Hollywood
"Tournament, The (2009)",Action,Movie with genres Action. User tags: ,,,,5.0,,English,Hollywood
"Princess and the Pirate, The (1944)",Adventure Comedy Romance,Movie with genres Adventure Comedy Romance. User tags: ,,,,8.0,,English,Hollywood
Aelita: The Queen of Mars (Aelita) (1924),Action Adventure Drama Fantasy Romance Sci-Fi Thriller,Movie with genres Action Adventure Drama Fantasy Romance Sci-Fi Thriller. User tags: ,,,,9.0,,English,Hollywood
Up in the Air (2009),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.44,,English,Hollywood
Balance (1989),Animation Drama Mystery Sci-Fi Thriller,Movie with genres Animation Drama Mystery Sci-Fi Thriller. User tags: ,,,,9.0,,English,Hollywood
Saw VI (2009),Crime Horror Mystery Thriller,Movie with genres Crime Horror Mystery Thriller. User tags: ,,,,7.0,,English,Hollywood
Love Exposure (Ai No Mukidashi) (2008),Action Comedy Drama Romance,Movie with genres Action Comedy Drama Romance. User tags: ,,,,10.0,,English,Hollywood
Cirque du Freak: The Vampire's Assistant (2009),Action Adventure Comedy Fantasy Horror Thriller,Movie with genres Action Adventure Comedy Fantasy Horror Thriller. User tags: ,,,,4.0,,English,Hollywood
"Boondock Saints II: All Saints Day, The (2009)",Action Crime Drama Thriller,Movie with genres Action Crime Drama Thriller. User tags: ,,,,6.75,,English,Hollywood
Black Dynamite (2009),Action Comedy,Movie with genres Action Comedy. User tags: ,,,,7.0,,English,Hollywood
Welcome to Dongmakgol (2005),Comedy Drama War,Movie with genres Comedy Drama War. User tags: ,,,,9.0,,English,Hollywood
Gentlemen Broncos (2009),Comedy,Movie with genres Comedy. User tags: bad humor,,,bad humor,4.5,,English,Hollywood
Fantastic Mr. Fox (2009),Adventure Animation Children Comedy Crime,Movie with genres Adventure Animation Children Comedy Crime. User tags: ,,,,8.17,,English,Hollywood
"Christmas Carol, A (2009)",Animation Children Drama Fantasy IMAX,Movie with genres Animation Children Drama Fantasy IMAX. User tags: ,,,,6.0,,English,Hollywood
Battlestar Galactica: The Plan (2009),Action Adventure Drama Sci-Fi,Movie with genres Action Adventure Drama Sci-Fi. User tags: ,,,,8.5,,English,Hollywood
"Private Lives of Pippa Lee, The (2009)",Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
Partly Cloudy (2009),Animation Children Comedy Fantasy,Movie with genres Animation Children Comedy Fantasy. User tags: ,,,,8.75,,English,Hollywood
2012 (2009),Action Drama Sci-Fi Thriller,Movie with genres Action Drama Sci-Fi Thriller. User tags: ,,,,5.24,,English,Hollywood
Precious (2009),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
Bad Lieutenant: Port of Call New Orleans (2009),Crime Drama,Movie with genres Crime Drama. User tags: ,,,,4.5,,English,Hollywood
"Twilight Saga: New Moon, The (2009)",Drama Fantasy Horror Romance Thriller,Movie with genres Drama Fantasy Horror Romance Thriller. User tags: ,,,,5.33,,English,Hollywood
Derailed (2002),Action Thriller,Movie with genres Action Thriller. User tags: ,,,,1.0,,English,Hollywood
"Messenger, The (2009)",Drama Romance War,Movie with genres Drama Romance War. User tags: ,,,,7.0,,English,Hollywood
Ninja Assassin (2009),Action Crime Drama Thriller,Movie with genres Action Crime Drama Thriller. User tags: ,,,,8.33,,English,Hollywood
Cell 211 (Celda 211) (2009),Action Drama,Movie with genres Action Drama. User tags: ,,,,9.0,,English,Hollywood
"Patriot, The (1998)",Action Thriller,Movie with genres Action Thriller. User tags: ,,,,7.0,,English,Hollywood
Teenage Mutant Ninja Turtles: Turtles Forever (2009),Action Adventure Animation Comedy Thriller,Movie with genres Action Adventure Animation Comedy Thriller. User tags: ,,,,6.0,,English,Hollywood
Merry Madagascar (2009),Animation,Movie with genres Animation. User tags: ,,,,6.0,,English,Hollywood
Brothers (2009),Drama Thriller War,Movie with genres Drama Thriller War. User tags: ,,,,7.0,,English,Hollywood
Garage (2007),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
"Blind Side, The  (2009)",Drama,Movie with genres Drama. User tags: ,,,,7.35,,English,Hollywood
Mickey's Once Upon a Christmas (1999),Animation Comedy Fantasy,Movie with genres Animation Comedy Fantasy. User tags: ,,,,10.0,,English,Hollywood
Shrink (2009),Drama,Movie with genres Drama. User tags: ,,,,4.0,,English,Hollywood
Old Dogs (2009),Comedy,Movie with genres Comedy. User tags: ,,,,1.0,,English,Hollywood
Planet 51 (2009),Adventure Animation Children Comedy Sci-Fi,Movie with genres Adventure Animation Children Comedy Sci-Fi. User tags: ,,,,6.0,,English,Hollywood
Earthlings (2006),Documentary,Movie with genres Documentary. User tags: ,,,,8.0,,English,Hollywood
"Single Man, A (2009)",Drama,Movie with genres Drama. User tags: ,,,,7.67,,English,Hollywood
"Lovely Bones, The (2009)",Crime Drama Fantasy Horror Thriller,Movie with genres Crime Drama Fantasy Horror Thriller. User tags: ,,,,6.33,,English,Hollywood
Invictus (2009),Drama,Movie with genres Drama. User tags: ,,,,7.71,,English,Hollywood
"Princess and the Frog, The (2009)",Animation Children Fantasy Musical Romance,Movie with genres Animation Children Fantasy Musical Romance. User tags: ,,,,7.5,,English,Hollywood
"Peacekeeper, The (1997)",Action,Movie with genres Action. User tags: ,,,,2.0,,English,Hollywood
Did You Hear About the Morgans? (2009),Comedy Crime Drama Romance,Movie with genres Comedy Crime Drama Romance. User tags: ,,,,6.0,,English,Hollywood
Snow White (1916),Fantasy Romance,Movie with genres Fantasy Romance. User tags: ,,,,7.0,,English,Hollywood
Alice (2009),Action Adventure Fantasy,Movie with genres Action Adventure Fantasy. User tags: ,,,,8.0,,English,Hollywood
Avatar (2009),Action Adventure Sci-Fi IMAX,Movie with genres Action Adventure Sci-Fi IMAX. User tags: James Cameron bad science beautiful scenery futuristic graphic design military music politics poor dialogue romance sci-fi superficial plot thought-provoking too long unoriginal visually stunning white guilt,,,James Cameron bad science beautiful scenery futuristic graphic design military music politics poor dialogue romance sci-fi superficial plot thought-provoking too long unoriginal visually stunning white guilt,7.21,,English,Hollywood
It's Complicated (2009),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,5.5,,English,Hollywood
Sherlock Holmes (2009),Action Crime Mystery Thriller,Movie with genres Action Crime Mystery Thriller. User tags: ,,,,7.71,,English,Hollywood
Crazy Heart (2009),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,8.2,,English,Hollywood
Alvin and the Chipmunks: The Squeakquel (2009),Animation Children Comedy Musical,Movie with genres Animation Children Comedy Musical. User tags: ,,,,5.33,,English,Hollywood
American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),Comedy,Movie with genres Comedy. User tags: ,,,,4.33,,English,Hollywood
Sorority Babes in the Slimeball Bowl-O-Rama (1988),Comedy Horror,Movie with genres Comedy Horror. User tags: ,,,,5.0,,English,Hollywood
Pontypool (2008),Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,7.5,,English,Hollywood
Youth in Revolt (2009),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,6.0,,English,Hollywood
Daybreakers (2010),Action Drama Horror Thriller,Movie with genres Action Drama Horror Thriller. User tags: ,,,,6.83,,English,Hollywood
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
Leap Year (2010),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,4.8,,English,Hollywood
"Book of Eli, The (2010)",Action Adventure Drama,Movie with genres Action Adventure Drama. User tags: ,,,,6.56,,English,Hollywood
"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",Action Crime Mystery,Movie with genres Action Crime Mystery. User tags: ,,,,8.4,,English,Hollywood
"Prophet, A (Un Prophète) (2009)",Crime Drama,Movie with genres Crime Drama. User tags: ,,,,8.5,,English,Hollywood
Staten Island (2009),Crime Drama,Movie with genres Crime Drama. User tags: ,,,,3.0,,English,Hollywood
"Maiden Heist, The (2009)",Comedy Crime,Movie with genres Comedy Crime. User tags: ,,,,5.0,,English,Hollywood
Blood: The Last Vampire (2009),Action Horror Thriller,Movie with genres Action Horror Thriller. User tags: ,,,,4.0,,English,Hollywood
MacGyver: Lost Treasure of Atlantis (1994),Action Adventure,Movie with genres Action Adventure. User tags: ,,,,7.0,,English,Hollywood
Pekka ja Pätkä Suezilla (1958),Comedy,Movie with genres Comedy. User tags: ,,,,7.0,,English,Hollywood
Bart Got a Room (2008),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,7.0,,English,Hollywood
Project A 2 ('A' gai wak juk jap) (1987),Action Comedy Crime,Movie with genres Action Comedy Crime. User tags: ,,,,7.5,,English,Hollywood
Robin-B-Hood (Bo bui gai wak) (2006),Action Comedy Drama,Movie with genres Action Comedy Drama. User tags: ,,,,6.0,,English,Hollywood
"Concert, Le (2009)",Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.0,,English,Hollywood
Ninja (2009),Action Crime Drama Thriller,Movie with genres Action Crime Drama Thriller. User tags: ,,,,6.0,,English,Hollywood
Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),Adventure Children Comedy Fantasy,Movie with genres Adventure Children Comedy Fantasy. User tags: ,,,,8.0,,English,Hollywood
"Chaser, The (Chugyeogja) (2008)",Crime Drama Thriller,Movie with genres Crime Drama Thriller. User tags: ,,,,6.0,,English,Hollywood
Meantime (1984),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,10.0,,English,Hollywood
"Rudolph, the Red-Nosed Reindeer (1964)",Adventure Animation Children Fantasy Musical,Movie with genres Adventure Animation Children Fantasy Musical. User tags: ,,,,7.67,,English,Hollywood
"Dennis the Menace Christmas, A (2007)",Comedy,Movie with genres Comedy. User tags: ,,,,3.0,,English,Hollywood
Undisputed II: Last Man Standing (2006),Action Crime Drama,Movie with genres Action Crime Drama. User tags: ,,,,8.0,,English,Hollywood
3 Idiots (2009),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,9.5,,English,Hollywood
Legion (2010),Action Fantasy Horror Thriller,Movie with genres Action Fantasy Horror Thriller. User tags: ,,,,5.67,,English,Hollywood
Stan Helsing (2009),Comedy Horror,Movie with genres Comedy Horror. User tags: ,,,,2.0,,English,Hollywood
Peter Pan (1960),Children Fantasy Musical,Movie with genres Children Fantasy Musical. User tags: ,,,,7.0,,English,Hollywood
Wicked City (Yôjû toshi) (1987),Animation Fantasy Horror Sci-Fi,Movie with genres Animation Fantasy Horror Sci-Fi. User tags: ,,,,5.0,,English,Hollywood
When in Rome (2010),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,5.0,,English,Hollywood
"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary Drama,Movie with genres Documentary Drama. User tags: ,,,,10.0,,English,Hollywood
Triangle (2009),Drama Horror Mystery Thriller,Movie with genres Drama Horror Mystery Thriller. User tags: ,,,,8.0,,English,Hollywood
I Love You Phillip Morris (2009),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,3.0,,English,Hollywood
Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children Drama Romance,Movie with genres Children Drama Romance. User tags: ,,,,9.5,,English,Hollywood
Temple Grandin (2010),Drama,Movie with genres Drama. User tags: ,,,,8.75,,English,Hollywood
"Captain Newman, M.D. (1963)",Comedy Drama War,Movie with genres Comedy Drama War. User tags: ,,,,9.0,,English,Hollywood
"House of the Devil, The (2009)",Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,8.0,,English,Hollywood
Valentine's Day (2010),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,5.33,,English,Hollywood
"Wolfman, The (2010)",Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,4.5,,English,Hollywood
Shutter Island (2010),Drama Mystery Thriller,Movie with genres Drama Mystery Thriller. User tags: Leonardo DiCaprio Martin Scorsese Psychological Thriller insanity plot twist psychological thought-provoking,,,Leonardo DiCaprio Martin Scorsese Psychological Thriller insanity plot twist psychological thought-provoking,8.04,,English,Hollywood
Persuasion (2007),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,6.67,,English,Hollywood
"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action Crime Drama Mystery Thriller,Movie with genres Action Crime Drama Mystery Thriller. User tags: ,,,,8.5,,English,Hollywood
Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure Fantasy,Movie with genres Adventure Fantasy. User tags: ,,,,4.71,,English,Hollywood
Cop Out (2010),Action Comedy Crime,Movie with genres Action Comedy Crime. User tags: ,,,,5.0,,English,Hollywood
"Ghost Writer, The (2010)",Drama Mystery Thriller,Movie with genres Drama Mystery Thriller. User tags: ,,,,7.57,,English,Hollywood
"Secret of Kells, The (2009)",Animation Fantasy,Movie with genres Animation Fantasy. User tags: ,,,,8.0,,English,Hollywood
"Spy Next Door, The (2010)",Action Children Comedy,Movie with genres Action Children Comedy. User tags: ,,,,4.0,,English,Hollywood
Agora (2009),Adventure Drama Romance,Movie with genres Adventure Drama Romance. User tags: ,,,,8.0,,English,Hollywood
Motherhood (2009),Comedy,Movie with genres Comedy. User tags: ,,,,2.0,,English,Hollywood
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),Action Sci-Fi,Movie with genres Action Sci-Fi. User tags: ,,,,7.5,,English,Hollywood
"Yes Men Fix the World, The (2009)",Documentary,Movie with genres Documentary. User tags: ,,,,8.0,,English,Hollywood
Mike Bassett: England Manager (2001),Comedy,Movie with genres Comedy. User tags: ,,,,8.0,,English,Hollywood
"Crazies, The (2010)",Action Drama Horror Sci-Fi Thriller,Movie with genres Action Drama Horror Sci-Fi Thriller. User tags: ,,,,6.75,,English,Hollywood
Dear John (2010),Drama Romance War,Movie with genres Drama Romance War. User tags: ,,,,7.0,,English,Hollywood
Last Train Home (2009),Documentary Drama,Movie with genres Documentary Drama. User tags: ,,,,6.0,,English,Hollywood
Tooth Fairy (2010),Comedy Fantasy,Movie with genres Comedy Fantasy. User tags: ,,,,4.33,,English,Hollywood
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy Crime Drama Mystery,Movie with genres Comedy Crime Drama Mystery. User tags: ,,,,9.5,,English,Hollywood
[REC]² (2009),Horror Thriller,Movie with genres Horror Thriller. User tags: ,,,,7.33,,English,Hollywood
"Room, The (2003)",Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,7.33,,English,Hollywood
Alice in Wonderland (2010),Adventure Fantasy IMAX,Movie with genres Adventure Fantasy IMAX. User tags: ,,,,5.75,,English,Hollywood
"Town Called Panic, A (Panique au village) (2009)",Animation,Movie with genres Animation. User tags: surreal whimsical,,,surreal whimsical,7.5,,English,Hollywood
Green Zone (2010),Action Drama Thriller War,Movie with genres Action Drama Thriller War. User tags: ,,,,7.0,,English,Hollywood
From Paris with Love (2010),Action Crime,Movie with genres Action Crime. User tags: ,,,,5.0,,English,Hollywood
Dorian Gray (2009),Drama Horror Sci-Fi,Movie with genres Drama Horror Sci-Fi. User tags: ,,,,6.0,,English,Hollywood
Greenberg (2010),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,4.67,,English,Hollywood
She's Out of My League (2010),Comedy,Movie with genres Comedy. User tags: ,,,,6.44,,English,Hollywood
Harry Brown (2009),Crime Drama Thriller,Movie with genres Crime Drama Thriller. User tags: ,,,,8.0,,English,Hollywood
Remember Me (2010),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,8.0,,English,Hollywood
"Burrowers, The (2008)",Horror Thriller Western,Movie with genres Horror Thriller Western. User tags: ,,,,6.0,,English,Hollywood
Frozen (2010),Drama Horror Thriller,Movie with genres Drama Horror Thriller. User tags: ,,,,6.5,,English,Hollywood
Generation X (1996),Action Adventure Sci-Fi,Movie with genres Action Adventure Sci-Fi. User tags: ,,,,3.0,,English,Hollywood
